flow_tuple,app_name,packet_count,bytes,current_packet_size,time_since_last_packet
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,296,141433,1448,0.033
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,297,141646,213,0.012999
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,298,141764,118,0.002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,299,141988,224,0.004
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,300,142073,85,0.001999
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,301,142297,224,0.002001
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,302,142382,85,0.002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,303,142658,276,0.002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,304,142743,85,0.002
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,305,142797,54,0.019999
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,306,142851,54,0.004001
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,307,143076,225,0.044998
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,308,143161,85,0.002002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,309,143215,54,0.005002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,310,144289,1074,0.011998
111.31.33.21:443->172.20.92.191:62751,哔哩哔哩,311,145076,787,0.164156
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,312,145712,636,0.086719
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,313,145830,118,0.002
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,314,147278,1448,0.160719
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,315,148247,969,0.014001
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,316,148301,54,0.006
111.31.33.18:443->172.20.92.191:62817,哔哩哔哩,317,148686,385,0.005778
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,318,148746,60,0.259806
111.31.33.21:443->172.20.92.191:62751,哔哩哔哩,319,148800,54,0.29337
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,320,148854,54,0.019
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,321,149276,422,0.037999
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,322,149361,85,0.001002
111.31.33.18:443->172.20.92.191:62817,哔哩哔哩,323,149421,60,0.166559
111.31.33.18:443->172.20.92.191:62817,哔哩哔哩,324,149481,60,0.001998
111.31.33.18:443->172.20.92.191:62817,哔哩哔哩,325,150929,1448,0.006002
111.31.33.18:443->172.20.92.191:62817,哔哩哔哩,326,152377,1448,0.003998
111.31.33.18:443->172.20.92.191:62817,哔哩哔哩,327,153825,1448,0.057511
